genome_assembly	1	35243
genome_assembly	2	35859
genome_assembly	3	36347
genome_assembly	4	36989
genome_assembly	5	37756
genome_assembly	6	38496
genome_assembly	7	39148
genome_assembly	8	39806
genome_assembly	9	40190
genome_assembly	10	40767
genome_assembly	11	41395
genome_assembly	12	41760
genome_assembly	13	42340
genome_assembly	14	42895
genome_assembly	15	43415
genome_assembly	16	43981
genome_assembly	17	44374
genome_assembly	18	44886
genome_assembly	19	45465
genome_assembly	20	45929
genome_assembly	21	46359
genome_assembly	22	46921
genome_assembly	23	47437
genome_assembly	24	47907
genome_assembly	25	48357
genome_assembly	26	48852
genome_assembly	27	49412
genome_assembly	28	49857
genome_assembly	29	50544
genome_assembly	30	50963
genome_assembly	31	50840
genome_assembly	32	50972
genome_assembly	33	50815
genome_assembly	34	50829
genome_assembly	35	50885
genome_assembly	36	50936
genome_assembly	37	50918
genome_assembly	38	50797
genome_assembly	39	50795
genome_assembly	40	50914
genome_assembly	41	50863
genome_assembly	42	50935
genome_assembly	43	51114
genome_assembly	44	51109
genome_assembly	45	51088
genome_assembly	46	50965
genome_assembly	47	50933
genome_assembly	48	50749
genome_assembly	49	50600
genome_assembly	50	50481
genome_assembly	51	50352
genome_assembly	52	50324
genome_assembly	53	50304
genome_assembly	54	50380
genome_assembly	55	50383
genome_assembly	56	50134
genome_assembly	57	50113
genome_assembly	58	50101
genome_assembly	59	50017
genome_assembly	60	50008
genome_assembly	61	49994
genome_assembly	62	49994
genome_assembly	63	49960
genome_assembly	64	49855
genome_assembly	65	49839
genome_assembly	66	49701
genome_assembly	67	49623
genome_assembly	68	49648
genome_assembly	69	49666
genome_assembly	70	49543
genome_assembly	71	49538
genome_assembly	72	49575
genome_assembly	73	49470
genome_assembly	74	49335
genome_assembly	75	49149
genome_assembly	76	48853
genome_assembly	77	48596
genome_assembly	78	48333
genome_assembly	79	48076
genome_assembly	80	47850
genome_assembly	81	47589
genome_assembly	82	47440
genome_assembly	83	47338
genome_assembly	84	47233
genome_assembly	85	47388
genome_assembly	86	47285
genome_assembly	87	47225
genome_assembly	88	47323
genome_assembly	89	46956
genome_assembly	90	46753
genome_assembly	91	46599
genome_assembly	92	46380
genome_assembly	93	46289
genome_assembly	94	46142
genome_assembly	95	45929
genome_assembly	96	45916
genome_assembly	97	45818
genome_assembly	98	45586
genome_assembly	99	45226
genome_assembly	100	45067
genome_assembly	101	44963
genome_assembly	102	44737
genome_assembly	103	44689
genome_assembly	104	44535
genome_assembly	105	44255
genome_assembly	106	44010
genome_assembly	107	43719
genome_assembly	108	43425
genome_assembly	109	43258
genome_assembly	110	43404
genome_assembly	111	43200
genome_assembly	112	42987
genome_assembly	113	43054
genome_assembly	114	42743
genome_assembly	115	42686
genome_assembly	116	42654
genome_assembly	117	42529
genome_assembly	118	42649
genome_assembly	119	42554
genome_assembly	120	42416
genome_assembly	121	42352
genome_assembly	122	42368
genome_assembly	123	42201
genome_assembly	124	42141
genome_assembly	125	42142
genome_assembly	126	42129
genome_assembly	127	42075
genome_assembly	128	41808
genome_assembly	129	41913
genome_assembly	130	41846
genome_assembly	131	41903
genome_assembly	132	42016
genome_assembly	133	41989
genome_assembly	134	42239
genome_assembly	135	42302
genome_assembly	136	42229
genome_assembly	137	42365
genome_assembly	138	42358
genome_assembly	139	42422
genome_assembly	140	42427
genome_assembly	141	42270
genome_assembly	142	42251
genome_assembly	143	42336
genome_assembly	144	42194
genome_assembly	145	42097
genome_assembly	146	42155
genome_assembly	147	42146
genome_assembly	148	42133
genome_assembly	149	42239
genome_assembly	150	42208
genome_assembly	151	42421
genome_assembly	152	42578
genome_assembly	153	42475
genome_assembly	154	42502
genome_assembly	155	42486
genome_assembly	156	42511
genome_assembly	157	42601
genome_assembly	158	42495
genome_assembly	159	42480
genome_assembly	160	42566
genome_assembly	161	42619
genome_assembly	162	42653
genome_assembly	163	42829
genome_assembly	164	42797
genome_assembly	165	42941
genome_assembly	166	42888
genome_assembly	167	42897
genome_assembly	168	43059
genome_assembly	169	43133
